time_sec,step,j0_x_mm,j0_y_mm,j1_x_mm,j1_y_mm,j2_x_mm,j2_y_mm,j3_x_mm,j3_y_mm,v0_x_mmps,v0_y_mmps,v0_mag_mmps,v1_x_mmps,v1_y_mmps,v1_mag_mmps,v2_x_mmps,v2_y_mmps,v2_mag_mmps,v3_x_mmps,v3_y_mmps,v3_mag_mmps,a0_x_mmps2,a0_y_mmps2,a0_mag_mmps2,a1_x_mmps2,a1_y_mmps2,a1_mag_mmps2,a2_x_mmps2,a2_y_mmps2,a2_mag_mmps2,a3_x_mmps2,a3_y_mmps2,a3_mag_mmps2,F0_x_N,F0_y_N,F0_mag_N,F1_x_N,F1_y_N,F1_mag_N,F2_x_N,F2_y_N,F2_mag_N,F3_x_N,F3_y_N,F3_mag_N,motor_torque_Nm
0.0,0,31.317396167955216,-32.145351963196575,-14.39672870444694,-34.83063264171528,3.483445597171331,-1.7988801400916328,45.36863749570092,-4.093915523924906,-3.469446951953614e-14,2.2898349882893854e-13,2.3159695367423233e-13,3.469446951953614e-13,-2.7755575615628914e-13,4.4430599737083416e-13,-75.00286502898466,-68.79303960121159,101.77382797227366,-64.37482979514496,125.1722902623254,140.75589138884996,-1.1796119636642288e-12,3.0253577421035516e-12,3.247194766644846e-12,-9.43689570931383e-13,-5.134781488891349e-13,1.0743415730908259e-12,660.6547041279058,264.6343326411889,711.685301308646,-262.1602316807549,-134.82632824035127,294.7984495577988,0.9906843332711208,-1.6019571835183433,1.8835398233153628,-1.023561624151232,-2.0940396501219016,2.3308111151952584,1.024689977513843,-0.5784424839522764,1.1766840090942852,-1.0455850457675486,-0.45713922365679516,1.1411504535942067,0.04443668188247761
0.041666666666666664,1,31.317396164356122,-32.145351959920205,-14.396728704446936,-34.83063264171528,0.8664281194702556,-4.425761436544973,42.462330763377366,0.9980168616800803,7.181755190543981e-13,-2.185751579730777e-13,7.5070045680818e-13,6.800116025829084e-13,4.649058915617843e-13,8.237434477167226e-13,-52.05515403565859,-57.184460728599745,77.32917696766796,-75.03934806172035,119.08533580228084,140.75589138885096,5.828670879282072e-13,9.159339953157541e-13,1.085665291867152e-12,1.1102230246251565e-13,6.661338147750939e-13,6.75322301446426e-13,453.008899657756,281.92183933022466,533.5700391330719,-249.41174407114428,-157.16204306724381,294.79844955779566,0.9844428626473127,-1.4129998067896785,1.7221196833567942,-0.9974835973895511,-2.281745790377672,2.4902484572763877,1.007760428365525,-0.38859527355007584,1.0800867407782233,-1.0184360506297896,-0.6467217311311199,1.206424878199897,0.04714111530988799
0.08333333333333333,2,31.317396167454742,-32.14535196279993,-14.396728704446936,-34.83063264171528,-0.9544387872692829,-6.568686342871143,39.1232923563789,5.817271600184724,-4.4755865680201623e-13,1.4224732503009818e-13,4.696201153662856e-13,6.938893903907228e-15,-1.3183898417423734e-13,1.3202146036423202e-13,-36.325758028151824,-45.834702854005585,58.48402074100946,-85.13277157954884,112.09207003108621,140.75589138884942,1.7139067942650854e-12,2.6922908347160046e-12,3.191536689139547e-12,-1.5681900222830336e-12,-1.124100812432971e-12,1.9294617338782668e-12,311.6737738290902,259.5296827588897,405.58130815632614,-234.7650824902237,-178.30165984936767,294.7984495577973,0.9285704190804465,-1.2495653052019395,1.5568097106440635,-0.9289237774450481,-2.439969232743622,2.6108139039461005,0.9446130922142187,-0.2263133554608505,0.9713452675760856,-0.9486458014886011,-0.8067210595275923,1.2452821867220585,0.0487218322104674
0.125,3,31.31739616789576,-32.14535196315424,-14.396728704446936,-34.83063264171528,-2.2271595107002695,-8.262304826732347,35.37693424502403,10.32717124443202,-5.620504062164855e-13,3.5041414214731503e-13,6.623373235330733e-13,1.8735013540549517e-13,1.1796119636642288e-13,2.2139312790747403e-13,-25.405190897063424,-35.682458607538734,43.8025293424358,-94.57828330108417,104.24571592391531,140.7558913888502,-1.5612511283791264e-13,-3.1606661732297425e-12,3.164519822888995e-12,0.0,-1.9012569296705806e-12,1.9012569296705806e-12,219.1957354793999,227.53218832324103,315.93934097468434,-218.33171687652063,-198.0842933385498,294.7984495577984,0.8467663239583638,-1.1144087326326313,1.3996142435534973,-0.8397527144702992,-2.5691018280188027,2.7028630790681554,0.8580489079673194,-0.09280377852426565,0.863052993606007,-0.8580942128057248,-0.9375155440802586,1.270929216535201,0.04893307630964769
0.16666666666666666,4,31.317396167948957,-32.14535196319247,-14.396728704446936,-34.83063264171528,-3.11459055728892,-9.560502029140094,31.251768495799226,14.493392732912938,4.683753385137379e-14,2.740863092043355e-13,2.7805945312204945e-13,4.85722573273506e-13,-2.5673907444456745e-13,5.494009196698615e-13,-17.603056908200784,-26.836938197582477,32.09499749702774,-103.30399717876912,95.60598897327844,140.75589138885016,-4.458239333260394e-13,-2.0816681711721685e-13,4.920288642701906e-13,3.608224830031759e-13,1.5404344466674047e-12,1.5821286764103893e-12,159.7500112802974,197.93894656189732,254.36173586073986,-200.23671506509095,-216.3593857488532,294.79844955779447,0.7524803822864432,-1.003712389659344,1.2544581646597954,-0.7417588335708079,-2.674229706682736,2.775195613156802,0.7607031377098527,0.01636932205774154,0.7608792403701425,-0.7585802163208658,-1.0441786672877615,1.2906405517464021,0.04786849644406785
0.20833333333333331,5,31.317396167954605,-32.14535196319619,-14.396728704446936,-34.83063264171529,-3.721520240715079,-10.514090017544977,26.779190116803473,18.284228604840887,8.890457814381136e-13,1.734723475976807e-14,8.892150066472769e-13,-5.342948306008566e-13,1.1102230246251565e-13,5.457077218171614e-13,-11.788587623678529,-19.095480300370046,22.44121578843194,-111.2435052612652,86.23864271807932,140.75589138884976,3.2786273695961654e-13,1.2607102861661446e-12,1.3026451550333164e-12,-8.604228440844963e-13,-3.885780586188048e-13,9.440976529270756e-13,122.33980849536408,174.8879083930114,213.43104095881813,-180.6177909457819,-232.98785259224283,294.7984495577934,0.652613104018275,-0.912133587269479,1.1215576421038091,-0.6406812035566494,-2.7611444996247583,2.834500194460895,0.6589102574002471,0.10676162657133711,0.6675033874186839,-0.6558544498415825,-1.1324903759014613,1.3086938186170354,0.04572934111287206
0.25,6,31.317396167955216,-32.14535196319657,-14.396728704446936,-34.83063264171528,-4.113873033224618,-11.162923141170708,21.99323813194118,21.67082831064136,-1.184382453223165e-12,5.7783638984787444e-12,5.898495667434655e-12,1.4085954624931674e-12,-5.620504062164855e-12,5.794325421459169e-12,-7.197947637731468,-12.154570980467225,14.126006014253994,-118.33638309805514,76.21496831946989,140.75589138884192,2.7321894746634712e-14,2.1421666523968597e-12,2.142340881506422e-12,-8.326672684688674e-14,3.039235529911366e-12,3.040375956041525e-12,100.161350002018,159.62402342107123,188.4466101774119,-159.624256377373,-247.84314119549393,294.7984495577934,0.550131111151931,-0.834491231637387,0.9995098074240899,-0.5387591093105494,-2.8351739276481522,2.8859093156024405,0.5552866806404377,0.1836183096896703,0.5848580865047239,-0.5521687415642776,-1.2077677593528895,1.3280034938557117,0.042741748272381364
0.29166666666666663,7,31.31739616795467,-32.14535196319625,-14.396728704446936,-34.83063264171528,-4.330677733653649,-11.53341407292187,16.93033652624532,24.627417781863613,5.301748623454117e-13,5.667775276885223e-12,5.6925180697064405e-12,-8.673617379884035e-13,6.1825544683813405e-12,6.2430998821922064e-12,-3.2821678312301428,-5.6764658438172155,6.557048890193321,-124.52864960601224,65.61125199210629,140.75589138884612,-4.4772128712788906e-13,-2.4754504002189037e-12,2.515613053490418e-12,2.498001805406602e-13,-8.049116928532385e-13,8.427828685313985e-13,89.56118785800292,152.8089678028742,177.12082602426045,-137.41588483417,-260.81219384247174,294.7984495577969,0.4455406954103206,-0.766071362608744,0.8862120761284681,-0.4360974213969393,-2.9011161300139157,2.933710238039193,0.45015064652884834,0.2516873897881842,0.515734570053947,-0.44764138422105,-1.2747994592087104,1.3511093479308616,0.03913689679824938
0.3333333333333333,8,31.317396167948207,-32.14535196319253,-14.396728704446936,-34.83063264171528,-4.390487632722985,-11.63720258371333,11.62901703820242,27.131495587464595,1.6447346956605102e-13,-1.4674676404591303e-13,2.2042262803315267e-13,3.3306690738754696e-13,-5.793976409762536e-13,6.68307706947595e-13,0.4107872139479385,0.7152445513943749,0.8248156784654678,-129.77317789801026,54.50819441993107,140.7558913888496,-2.3013038143952086e-13,3.4304546372597097e-12,3.4381650645014334e-12,2.0122792321330962e-13,3.58046925441613e-12,3.5861194568641937e-12,89.5194432563881,155.83412709498344,179.7164597035818,-114.16169543339959,-271.7963082115905,294.79844955779225,0.33749419225394445,-0.702335923708546,0.779216323967022,-0.33121944065266695,-2.9636672060214084,2.9821183118570276,0.3421019946674632,0.31557854163498306,0.46542839481054415,-0.3408098775196345,-1.338273283034518,1.380987600487034,0.035160421291155576
0.375,9,31.31739616790079,-32.14535196316497,-14.396728704446936,-34.83063264171529,-4.29308748228618,-11.46853860359131,6.129625910213233,29.164004183287147,-6.609296443471635e-13,5.000340419503146e-13,8.287714026714707e-13,2.0816681711721685e-13,1.8388068845354155e-13,2.777508439858666e-13,4.351248719773437,7.493904824894565,8.665562586809239,-134.03005394701822,42.990296575263955,140.7558913888501,1.044737213407032e-12,8.868231669845184e-13,1.3703762894102997e-12,-1.6375789613221059e-12,5.273559366969494e-13,1.7203979593496106e-12,102.14272524039507,172.2828276479387,200.2860679675553,-90.03866659766464,-280.7118885601287,294.7984495577945,0.22260359077998038,-0.6381723531149143,0.6758818764461493,-0.2209319016325345,-3.0283234585987473,3.0363718275366813,0.22786114689031023,0.3805887703327109,0.4435859717862283,-0.22849582352693576,-1.4036785110903722,1.4221545991438964,0.031105940016234804
