Time,J1_Vel (rad/s),J1_Torque (Nm),J1_Reaction (N)_x,J1_Reaction (N)_y,J1_Reaction (N)_z,J2_Pos_x,J2_Pos_y,J2_Pos_z,J2_Vel_x,J2_Vel_y,J2_Vel_z,J2_Reaction (N)_x,J2_Reaction (N)_y,J2_Reaction (N)_z,J3_Pos_x,J3_Pos_y,J3_Pos_z,J3_Vel_x,J3_Vel_y,J3_Vel_z,J3_Reaction (N)_x,J3_Reaction (N)_y,J3_Reaction (N)_z,J4_Reaction (N)_x,J4_Reaction (N)_y,J4_Reaction (N)_z
1.7140000000000013,2.0531838711458206,0.41216128854179246,-0.6019406040987261,-4.786815550669161,43.52396280151162,0.13949642837204296,0.05362559129012445,0.1,0.4608627493543019,-0.01343621273415594,0.0,3.9785311663072047,0.3565389685804774,33.7139623346175,0.3719686273222514,0.49629553234695134,0.1,0.122945914607197,0.16402392709013167,0.0,3.9785311663072047,0.3565389685804774,33.7139623346175,1.698098638397005,4.515794129637126,43.523962801511544
1.7160000000000013,2.0528546684866975,0.41545331513302486,-0.6100517598318735,-4.7848551165841275,43.524046804541626,0.14041964717122513,0.053600894843598146,0.1,0.46186202172036317,-0.010964785951151378,0.0,3.9779997940343708,0.3584542410937297,33.7140463376475,0.3722169827506916,0.49662459084445565,0.1,0.1242956280698796,0.16565554234207827,0.0,3.9779997940343708,0.3584542410937297,33.7140463376475,1.6869926627161655,4.518966407522565,43.52404680454165
1.7180000000000013,2.0525246500385075,0.41875349961492603,-0.6181813651166272,-4.782885924318194,43.52413067429711,0.14134486600805168,0.05358113888217486,0.1,0.46285607006456037,-0.008492744473249228,0.0,3.977481245149579,0.3603571257804221,33.71413020740298,0.37246805519553083,0.4969569066230479,0.1,0.12564905594403136,0.16728673241839986,0.0,3.977481245149579,0.3603571257804221,33.71413020740298,1.6759081350669705,4.522109893405356,43.52413067429699
1.7200000000000013,2.0521938074288752,0.42206192571124745,-0.6263296252877397,-4.780907725250261,43.52421441206343,0.14227207448051793,0.053566324613180005,0.1,0.4638449171623356,-0.006020118619296168,0.0,3.9769754745090102,0.36224754401432513,33.714213945169305,0.37272185218367887,0.49729247885311634,0.1,0.12700624805713684,0.16891749926821686,0.0,3.9769754745090102,0.36224754401432513,33.714213945169305,1.6648453060609867,4.525224589316814,43.52421441206353
1.7220000000000013,2.0518621322436936,0.4253786775630637,-0.634496746949114,-4.778920267190078,43.52429801888376,0.14320126223240334,0.053556453183135844,0.1,0.4648285859825443,-0.0035469388150037306,0.0,3.976482436118037,0.36412541505831686,33.71429755198965,0.3729783813419102,0.49763130670868233,0.1,0.12836725435811341,0.17054784466267098,0.0,3.976482436118037,0.36412541505831686,33.71429755198965,1.6538044293009646,4.5283104963853535,43.52429801888384
1.7240000000000013,2.0515296160345926,0.428703839654073,-0.6426829377662991,-4.776923294346678,43.52438149555428,0.14413241895366252,0.053551525677546175,0.1,0.4658070996893229,-0.0010732355947369876,0.0,3.976002083091011,0.3659906561738364,33.71438102866015,0.37323765039710766,0.49797338936704266,0.1,0.12973212491767783,0.17217777019106917,0.0,3.976002083091011,0.3659906561738364,33.71438102866015,1.642785761219594,4.531367614893049,43.52438149555411
1.7260000000000013,2.051196250325795,0.4320374967420513,-0.6508884062766005,-4.774916547290733,43.52446484261736,0.14506553438081882,0.05355154312067606,0.1,0.46678048164381963,0.0014009603967481271,0.0,3.975534367606602,0.3678431827185078,33.714464375723225,0.3734996671765069,0.4983187260083996,0.1,0.1311009099286647,0.17380727725699316,0.0,3.975534367606602,0.3678431827185078,33.714464375723225,1.6317895609350432,4.534395944317083,43.52446484261745
1.7280000000000013,2.0508620266204303,0.4353797337956955,-0.6591133617131434,-4.7728997629207095,43.52454806035905,0.14600059829736098,0.053556506475328836,0.1,0.4677487554058079,0.0038756184026139465,0.0,3.9750792408681184,0.36968290823520267,33.714547593464935,0.37376443960794004,0.4986673158154857,0.1,0.13247365970630487,0.17543636707437504,0.0,3.9750792408681184,0.36968290823520267,33.714547593464935,1.6208160901198003,4.537395483367757,43.524548060358995
1.7300000000000013,2.050526936406363,0.4387306359363663,-0.6673580138466118,-4.7708726744234795,43.52463114880493,0.14693760053414262,0.053566416642618075,0.1,0.4687119447351894,0.006350707552289177,0.0,3.97463665306058,0.37150974452780305,33.714630681910805,0.3740319757200792,0.4990191579731762,0.1,0.1338504246884678,0.17706504066353657,0.0,3.97463665306058,0.37150974452780305,33.714630681910805,1.6098656128838718,4.540366230014944,43.524631148804836
1.7320000000000013,2.0501909711615944,0.44209028838405473,-0.6756225728334129,-4.768835011247274,43.52471410771716,0.14787653096978615,0.05358127446173999,0.1,0.4696700735934003,0.008826196859854099,0.0,3.9742065533199415,0.3733236017357435,33.714713640823035,0.37430228364268436,0.4993742516681015,0.1,0.13523125543586229,0.17869329884719887,0.0,3.9742065533199415,0.3733236017357435,33.714713640823035,1.5989383956692995,4.543308181520863,43.524714107717045
1.7340000000000013,2.049854122359266,0.4454587764073388,-0.683907249081679,-4.766786499064972,43.524796936593695,0.14881737953108715,0.05360108070973857,0.1,0.47062316614472915,0.01130205522245236,0.0,3.9737888896952844,0.37512438839405604,33.71479646969958,0.37457537160684723,0.49973259608824333,0.1,0.1366162026322133,0.18032114224644957,0.0,3.9737888896952844,0.37512438839405604,33.71479646969958,1.588034707157251,4.546221334457745,43.52479693659352
1.7360000000000013,2.049516381472327,0.4488361852767291,-0.692212253122153,-4.76472685974149,43.52487963466512,0.14976013619342246,0.053625836101270585,0.1,0.4715712467575538,0.01377825141873109,0.0,3.973383609114913,0.3769120114918654,33.714879167771,0.37485124794523694,0.5000941904225283,0.1,0.1380053170844026,0.18194857127667813,0.0,3.973383609114913,0.3769120114918654,33.714879167771,1.5771548181821098,4.54910568472521,43.52487963466531
1.7380000000000013,2.0491777399778948,0.4522226002210523,-0.7005377954897767,-4.762655811303058,43.524962200896766,0.15070479098116024,0.05365554128836575,0.1,0.4725143400055066,0.016254754107301803,0.0,3.972990657355686,0.37868637652326753,33.71496173400266,0.37512992109234666,0.5004590338604105,0.1,0.13939864972258442,0.1835755861434746,0.0,3.972990657355686,0.37868637652326753,33.71496173400266,1.5662990016560603,4.551961227565539,43.524962200896624
1.7400000000000013,2.0488381893613417,0.4556181063865843,-0.7088840866136897,-4.760573067908031,43.52504463398383,0.15165133396807223,0.05369019686018456,0.1,0.4734524706685743,0.018731531825221477,0.0,3.9726099790146194,0.3804473875333465,33.71504416708971,0.3754113995847387,0.5008271255914459,0.1,0.1407962516002743,0.18520218683849163,0.0,3.9726099790146194,0.3804473875333465,33.71504416708971,1.5554675325020941,4.554787957575768,43.525044633983995
1.7420000000000013,2.0484977211201407,0.4590227887985918,-0.7172513367125094,-4.758478339816002,43.52512693235576,0.15259975527774883,0.053729803342773275,0.1,0.4743856637341368,0.021208552986489743,0.0,3.972241517479196,0.3821949471601016,33.71512646546164,0.37569569206129283,0.5011984648048615,0.1,0.14219817389441053,0.18682837313527276,0.0,3.972241517479196,0.3821949471601016,33.71512646546164,1.5446606875918976,4.5575858687162265,43.52512693235583
1.7440000000000013,2.0481563267674954,0.46243673232504534,-0.7256397556980089,-4.756371333360224,43.52520909417182,0.15355004508401449,0.053774361198815734,0.1,0.47531394439795016,0.023685785880559314,0.0,3.9718852149019863,0.38392895667111504,33.715208627277704,0.37598280726345057,0.5015730506891116,0.1,0.14360446790539266,0.1884541445850419,0.0,3.9718852149019863,0.38392895667111504,33.715208627277704,1.5338787456927918,4.560354954317935,43.52520909417192
1.7460000000000013,2.0478139978357826,0.4658600216421753,-0.7340495530820971,-4.754251750919256,43.52529111732405,0.15450219361134643,0.053823870827381604,0.1,0.4762373380650829,0.026163198670858825,0.0,3.9715410121743773,0.38564931599841534,33.715290650429935,0.3762727540354623,0.5019508824314285,0.1,0.14501518505709748,0.19007950051245892,0.0,3.9715410121743773,0.38564931599841534,33.715290650429935,1.523121987417705,4.563095207087383,43.52529111732403
1.7480000000000013,2.04747072587983,0.4692927412016985,-0.7424809378901774,-4.752119290890965,43.52537299943571,0.1554561911352949,0.053878332563672915,0.1,0.4771558703508013,0.028640759393327386,0.0,3.9712088489036543,0.3873559237683959,33.7153725325416,0.37656554132463427,0.5023319592173641,0.1,0.14643037689686556,0.19170444001134307,0.0,3.9712088489036543,0.3873559237683959,33.7153725325416,1.5123906951823036,4.565806619110593,43.52537299943563
1.7500000000000013,2.047126502480039,0.47273497519961083,-0.7509341185780862,-4.749973647665983,43.52545473786222,0.15641202798290416,0.05393774667876661,0.1,0.47806956708141746,0.031118435954954136,0.0,3.9708886633893457,0.38904867733040494,33.715454270968095,0.3768611781815729,0.5027162802303222,0.1,0.14785009509547586,0.19332896194035326,0.0,3.9708886633893457,0.38904867733040494,33.715454270968095,1.5016851531656785,4.568489181855164,43.525454737862134
1.7520000000000013,2.0467813192453863,0.47618680754613507,-0.759409302953387,-4.747814511604664,43.525536329690794,0.15736969453313637,0.05400211337935512,0.1,0.47897845429509356,0.03359619613232816,0.0,3.9705803926037397,0.39072747278190567,33.71553586279667,0.37715967376043313,0.5031038446510843,0.1,0.14927439144708576,0.19495306491864245,0.0,3.9705803926037397,0.39072747278190567,33.71553586279667,1.4910056472755957,4.571142886172863,43.52553632969079
1.7540000000000013,2.046435167816309,0.4796483218369083,-0.7679066980984491,-4.745641569010206,43.52561777174151,0.1583291812172966,0.054071432807482944,0.1,0.4798825582426117,0.036074007570193085,0.0,3.970283972168428,0.39239220499187644,33.715617304847385,0.3774610373191635,0.5034946516573224,0.1,0.15070331786915603,0.19657674732147218,0.0,3.970283972168428,0.39239220499187644,33.715617304847385,1.4803524651158337,4.573767722297172,43.5256177717417
1.7560000000000013,2.0460880398674903,0.4831196013250967,-0.7764265102991174,-4.743454502108855,43.525699060565664,0.1592904785194583,0.05414570504028127,0.1,0.4807819053881105,0.03855183778000524,0.0,3.96999933633845,0.39404276762197643,33.71569859367155,0.37776527821975114,0.5038887004231075,0.1,0.15213692640235266,0.19820000727579223,0.0,3.96999933633845,0.39404276762197643,33.71569859367155,1.4697258959597823,4.576363679846401,43.525699060565834
1.7580000000000013,2.045739927110559,0.4866007288944054,-0.7849689449735989,-4.7412529890264885,43.52578019244776,0.1602535769768918,0.0542249300896997,0.1,0.48167652240978687,0.04102965413849833,0.0,3.9697264179825456,0.39567905314661433,33.715779725553645,0.37807240592846836,0.5042859901184071,0.1,0.1535752692104223,0.19982284265578923,0.0,3.9697264179825456,0.39567905314661433,33.715779725553645,1.4591262307241006,4.578930747820752,43.52578019244802
1.7600000000000013,2.045390821296719,0.4900917870328101,-0.7935342066036885,-4.739036703765233,43.52586116340399,0.16121846718049315,0.0543091079022342,0.1,0.48256643620057016,0.043507423886249424,0.0,3.9694651485636587,0.39730095287076206,33.71586069650988,0.37838243001611754,0.5046865199085733,0.1,0.15501839858004662,0.20144525107839975,0.0,3.9694651485636587,0.39730095287076206,33.71586069650988,1.4485537619453077,4.581468914599148,43.52586116340413
1.7620000000000013,2.0450407142193083,0.49359285780691664,-0.8021224986704087,-4.736805316185017,43.525941969181076,0.1621851397752139,0.05439823835865326,0.1,0.4834516738687671,0.04598511412624701,0.0,3.9692154581245815,0.3989083569465719,33.71594150228696,0.37869536015827476,0.5050902889538225,0.1,0.15646636692067706,0.20306722989878692,0.0,3.9692154581245815,0.3989083569465719,33.71594150228696,1.4380087837606155,4.583978167938747,43.525941969180955
1.7640000000000013,2.0446895977163173,0.497104022836826,-0.8107340235879311,-4.734558491984697,43.5260226052577,0.16315358546049386,0.05449232127372067,0.1,0.4843322627386782,0.048462691822464016,0.0,3.9689772752728003,0.4005011543896857,33.716022138363584,0.37901120613553674,0.5054972964087066,0.1,0.15791922676433656,0.20468877620579093,0.0,3.9689772752728003,0.4005011543896857,33.716022138363584,1.4274915918884148,4.586458494973655,43.52602260525789
1.7660000000000013,2.0443374636728433,0.5006253632715669,-0.8193689826399918,-4.7322958926812655,43.52610306684323,0.16412379499069296,0.05459135639591589,0.1,0.48520823035119054,0.05094012379842803,0.0,3.9687505271632664,0.4020792330944565,33.7161025999491,0.37932997783376293,0.5059075414215752,0.1,0.15937703076540805,0.20630988681733695,0.0,3.9687505271632664,0.4020792330944565,33.7161025999491,1.417002483611416,4.588909882209433,43.526103066842865
1.7680000000000013,2.0439843040235175,0.5041569597648241,-0.8280275759198279,-4.730017175591546,43.5261833488746,0.16509575917552513,0.05469534340715049,0.1,0.48607960446434495,0.05341737673579378,0.0,3.968535139484192,0.4036424798465099,33.716182881980494,0.3796516852443191,0.5063210231340259,0.1,0.16083983170039623,0.20793055827581267,0.0,3.968535139484192,0.4036424798465099,33.716182881980494,1.406541757761639,4.591332315521026,43.52618334887448
1.7700000000000014,2.0436301107549046,0.5076988924509536,-0.83671000226761,-4.727721993814584,43.52626344601947,0.1660694688804939,0.054804281922482934,0.1,0.48694641305387676,0.05589441717291969,0.0,3.9683310364426374,0.40519078033699474,33.71626297912535,0.3799763384643209,0.5067377406803487,0.1,0.16230768246765598,0.20955078684341874,0.0,3.9683310364426374,0.40519078033699474,33.71626297912535,1.3961097147063852,4.593725780147869,43.52626344601942
1.7720000000000014,2.0432748759078723,0.5112512409212755,-0.845416459210633,-4.725409996218514,43.52634335267146,0.16704491502732793,0.05491817148983075,0.1,0.4878086843137363,0.05837121150343873,0.0,3.968138140754791,0.4067240191756005,33.716342885777344,0.3803039476968764,0.5071576931869604,0.1,0.16378063608710575,0.21117056849747745,0.0,3.968138140754791,0.4067240191756005,33.716342885777344,1.3857066563350169,4.596090260694973,43.52634335267136
1.7740000000000014,2.0429185915799386,0.5148140842006121,-0.8541471429038886,-4.723080827417631,43.52642306294945,0.1680220885944179,0.05503701158967744,0.1,0.4886664466565844,0.06084772597483417,0.0,3.967956373626272,0.4082420799012476,33.716422596055324,0.3806345232513265,0.507580879771826,0.1,0.16525874569990923,0.21278989892571393,0.0,3.967956373626272,0.4082420799012476,33.716422596055324,1.3753328860470584,4.59842574112144,43.52642306294959
1.7760000000000014,2.0425612499276125,0.5183875007238754,-0.8629022480708393,-4.720734127764068,43.526502570697176,0.16900098061725521,0.05516080163477999,0.1,0.4895197287142676,0.0633239266870117,0.0,3.9677856547465438,0.4097448449955019,33.71650210380305,0.3809680755434884,0.5080072995438765,0.1,0.16674206456813456,0.21440877352150203,0.0,3.9677856547465438,0.4097448449955019,33.71650210380305,1.3649887087412846,4.600732204744253,43.52650257069726
1.7780000000000014,2.0422028431687185,0.5219715683128143,-0.8716819679446532,-4.718369533328816,43.52658186947871,0.1699815821888703,0.05528954096987099,0.1,0.49036855933826895,0.06579977959087371,0.0,3.967625902272628,0.41123219589301296,33.716581402584595,0.3813046150958935,0.5084369516024125,0.1,0.16823064607438276,0.21602718737907872,0.0,3.967625902272628,0.41123219589301296,33.716581402584595,1.3546744308049368,4.6030096342294,43.52658186947876
1.7800000000000014,2.0418433635847193,0.5255663641528052,-0.8804864942106599,-4.715986675888949,43.526660952579846,0.170963884460272,0.05542322887135892,0.1,0.4912129676001388,0.0682752504868901,0.0,3.9674770328188345,0.4127040129923667,33.71666048568573,0.3816441525380278,0.5088698350365005,0.1,0.1697245437213904,0.2176451352887243,0.0,3.9674770328188345,0.4127040129923667,33.71666048568573,1.3443903601046308,4.6052580115893225,43.526660952579505
1.7820000000000014,2.0414828035230363,0.5291719647696347,-0.8893160169473631,-4.7135851829133095,43.52673981300017,0.17194787864088878,0.055561864547025386,0.1,0.49205298279190257,0.07075030502367124,0.0,3.967338961444284,0.4141601756673947,33.71673934610605,0.38198669860657036,0.5093059489243581,0.1,0.1712238111316034,0.21926261173191203,0.0,3.967338961444284,0.4141601756673947,33.71673934610605,1.3341368059762648,4.607477318177354,43.526739813000475
1.7840000000000014,2.041121155399374,0.5327884460062577,-0.8981707245676457,-4.711164677552959,43.52681844345852,0.17293355599900997,0.05570544713571962,0.1,0.49288863442645,0.07322490869653862,0.0,3.9672116016449026,0.4156005622788581,33.7168179765644,0.38233226414563204,0.5097452923327308,0.1,0.1727285020467223,0.2208796108764252,0.0,3.9672116016449026,0.4156005622788581,33.7168179765644,1.3239140792158817,4.609667534686988,43.52681844345855
1.7860000000000014,2.0407584117000406,0.5364158829995951,-0.9070508037618452,-4.708724778624082,43.5268968363813,0.1739209078622277,0.0558539757070497,0.1,0.4937199522378991,0.07569902684609385,0.0,3.9670948653380393,0.4170250501831476,33.71689636948718,0.38268086010699087,0.5101878643162578,0.1,0.1742386703272189,0.22249612657143802,0.0,3.9670948653380393,0.4170250501831476,33.71689636948718,1.3137224920711454,4.611828641142225,43.52689683638149
1.7880000000000014,2.0403945649842843,0.5400543501571562,-0.9159564394387862,-4.70626510060134,43.52697498390672,0.17490992561787932,0.05600744926107176,0.1,0.49454696618194127,0.0781726246567872,0.0,3.966988662856419,0.4184335157446821,33.716974517012595,0.3830324975503282,0.5106336639168291,0.1,0.1757543699518207,0.2241121523425675,0.0,3.966988662856419,0.4184335157446821,33.716974517012595,1.3035623582331832,4.613960616897856,43.52697498390678
1.7900000000000014,2.040029607886637,0.543703921133627,-0.9248878146672115,-4.703785253604614,43.527052877876145,0.17590060071349153,0.056165866727975466,0.1,0.4953697064361658,0.08064566715548602,0.0,3.9668929029355664,0.41982583434568443,33.71705241098202,0.3833871876434639,0.5110826901629315,0.1,0.17727565501696846,0.2257276813868922,0.0,3.9668929029355664,0.41982583434568443,33.71705241098202,1.2934339928269818,4.616063440632938,43.527052877876336
1.7920000000000014,2.0396635331192687,0.5473646688073117,-0.9338451106174117,-4.701284843389325,43.52713050983527,0.17689292465722364,0.05632922696776721,0.1,0.49618820340035846,0.08311811921004048,0.0,3.966807492704113,0.4212018803972206,33.717130042941136,0.38374494166258866,0.5115349420689861,0.1,0.17880257973623492,0.22734270656793737,0.0,3.966807492704113,0.4212018803972206,33.717130042941136,1.2833377124042626,4.618137090345735,43.52713050983499
1.7940000000000014,2.0392963334743577,0.5510366652564223,-0.9428285065022238,-4.69876347133733,43.527207871024636,0.1778868890183128,0.05649752876995051,0.1,0.4970024876967842,0.0855899455278489,0.0,3.9667323376746433,0.42256152734922003,33.71720740413051,0.3841057709924974,0.5119904186346742,0.1,0.18033519843972007,0.22895722041062846,0.0,3.9667323376746433,0.42256152734922003,33.71720740413051,1.273273834933835,4.620181543350888,43.52720787102463
1.7960000000000014,2.038928001826473,0.5547199817352677,-0.9518381795168778,-4.6962207344480635,43.527284952382395,0.1788824854275185,0.05667077085320199,0.1,0.49781259017044416,0.08806111065442149,0.0,3.9666673417334986,0.4239046477026893,33.71728448548827,0.3844696871268193,0.5124491188442525,0.1,0.1818735655734099,0.23057121509621087,0.0,3.9666673417334986,0.4239046477026893,33.71728448548827,1.2632426797934007,4.622196776273603,43.527284952382374
1.7980000000000014,2.0385585311349774,0.5584146886502239,-0.9608743047806653,-4.6936562253281995,43.527361744534794,0.17987970557756855,0.05684895186504735,0.1,0.4986185418893107,0.09053157897194236,0.0,3.9666124071295696,0.42523111301916017,33.717361277640684,0.384836701668248,0.5129110416658609,0.1,0.18341773569850078,0.23218468245713716,0.0,3.9666124071295696,0.42523111301916017,33.717361277640684,1.2532445677614072,4.62418276504362,43.52736174453459
1.8000000000000014,2.038187914446455,0.5621208555354471,-0.9699370552757905,-4.691069532187423,43.5274382377944,0.18087854122360497,0.05703207038153191,0.1,0.49942037414454327,0.09300131469783277,0.0,3.966567434468145,0.42654079393268063,33.71743777090027,0.3852068263287694,0.5133761860508177,0.1,0.18496776349069088,0.23379761397192478,0.0,3.966567434468145,0.42654079393268063,33.71743777090027,1.2432798210073261,4.626139484893421,43.527438237794556
1.8020000000000014,2.0378161448971492,0.5658385510285058,-0.9790266017864823,-4.688460238831252,43.52751442215663,0.18187898418363008,0.05722012490689027,0.1,0.5002181184506768,0.0954702818833096,0.0,3.966532322701149,0.4278335601617713,33.717513955262504,0.38558007292988816,0.5138445509329069,0.1,0.18652370373943533,0.2354100007599763,0.0,3.966532322701149,0.4278335601617713,33.717513955262504,1.2333487630827225,4.628066910353618,43.52751442215671
1.8040000000000014,2.037443215715424,0.5695678428457605,-0.9881431128391654,-4.685827924650063,43.52759028729167,0.18288102633895384,0.05741311387321052,0.1,0.5010118065457911,0.09793844441194546,0.0,3.9665069691137473,0.42910928051883523,33.71758982039755,0.38595645340285345,0.5143161352276493,0.1,0.18808561134717128,0.23702183357637036,0.0,3.9665069691137473,0.42910928051883523,33.71758982039755,1.2234517189120657,4.629965015242882,43.527590287291694
1.8060000000000014,2.037069120224257,0.5733087977574307,-0.9972867546390587,-4.683172164620228,43.52766582254275,0.18388465963464037,0.057611035640098784,0.1,0.5018014703916561,0.1004057659982251,0.0,3.9664912693214793,0.4303678229246146,33.71766535564864,0.3863359797888821,0.5147909378315718,0.1,0.18965354132850087,0.23863310280661698,0.0,3.9664912693214793,0.4303678229246146,33.71766535564864,1.2135890147829702,4.6318337726704195,43.52766582254276
1.8080000000000014,2.036693851843746,0.5770614815625414,-1.0064576910094503,-4.680492529293146,43.52774101691921,0.18488987607995555,0.05781388849433772,0.1,0.5025871421738537,0.10287221018610249,0.0,3.9664851172556457,0.4316090544180282,33.71774055002509,0.3867186642393805,0.5152689576214576,0.1,0.19122754880934412,0.24024379846138214,0.0,3.9664851172556457,0.4316090544180282,33.71774055002509,1.203760978335736,4.633673155024764,43.52774101691901
1.8100000000000014,2.0363174040936505,0.5808259590634925,-1.0156560833284562,-4.677788584795984,43.52781585909269,0.18589666774881375,0.05802167064954522,0.1,0.5033688543018731,0.10533774034755708,0.0,3.9664884051593443,0.4328328411695759,33.71781539219857,0.38710451901616333,0.5157501934535934,0.1,0.19280768902604417,0.24185391017118057,0.0,3.9664884051593443,0.4328328411695759,33.71781539219857,1.1939679385537958,4.6354831339737546,43.527815859092556
1.8120000000000014,2.0359397705959497,0.5846022940405042,-1.0248820904639344,-4.6750598928257014,43.527890337390545,0.1869050267802271,0.05823438024582761,0.1,0.5041466394091856,0.10780231968114745,0.0,3.9665010235758715,0.4340390484943646,33.71788987049642,0.38749355649167483,0.5162346441630001,0.1,0.19439401732444617,0.2434634271810332,0.0,3.9665010235758715,0.4340390484943646,33.71788987049642,1.184210225750943,4.63726368045723,43.5278903373906
1.8140000000000014,2.035560945077428,0.5883905492257178,-1.034135868712373,-4.672306010643665,43.52796443979048,0.18791494537875095,0.05845201534943123,0.1,0.5049205303532928,0.11026591121056234,0.0,3.966522861338088,0.435227540862833,33.71796397289636,0.38788578914920074,0.5167223085626553,0.1,0.19598658915893363,0.2450723383450887,0.0,3.966522861338088,0.435227540862833,33.71796397289636,1.1744881715625177,4.6390147646794455,43.52796443979039
1.8160000000000014,2.0351809213722993,0.5921907862770048,-1.0434175717311833,-4.669526491078463,43.528038153916896,0.18892641581493352,0.05867457395239123,0.1,0.5056905602157505,0.11272847778317503,0.0,3.9665538055638225,0.43639818191699287,33.71803768702277,0.3882812295830862,0.5172131854427052,0.1,0.19758546009142375,0.24668063212121963,0.0,3.9665538055638225,0.43639818191699287,33.71803768702277,1.1648021089313065,4.640736356108808,43.52803815391674
1.8180000000000014,2.0347996934248487,0.5960030657515141,-1.0527273504754193,-4.6667208825222515,43.52811146703152,0.189939430425763,0.058902053972177015,0.1,0.5064567623021661,0.11518998206859359,0.0,3.966593741645831,0.4375508344814163,33.718111000137405,0.38867989049894613,0.5177072735696654,0.1,0.19919068579032212,0.24828829656558074,0.0,3.966593741645831,0.4375508344814163,33.718111000137405,1.1551523720969725,4.642428423470533,43.52811146703141
1.8200000000000014,2.0344172552921016,0.5998274470789831,-1.0620653531302866,-4.663888728928306,43.52818436603001,0.19095398161511484,0.05913445325133465,0.1,0.507219170142171,0.11765038655720977,0.0,3.9666425532408125,0.43868536057821816,33.7181838991359,0.3890817847138747,0.5182045716856094,0.1,0.20080232202944398,0.24989531932713221,0.0,3.9666425532408125,0.43868536057821816,33.7181838991359,1.1455392965820361,4.6440909347396255,43.528184366030075
1.8220000000000014,2.0340336011465316,0.6036639885346808,-1.0714317250443297,-4.661029569813801,43.52825683743503,0.19197006185420049,0.059371769557127085,0.1,0.5079778174893664,0.12010965355874832,0.0,3.9667001222635485,0.4398016214417597,33.718256370540914,0.3894869251566552,0.5187050785073484,0.1,0.20242042468688715,0.2515016876421339,0.0,3.9667001222635485,0.4398016214417597,33.718256370540914,1.1359632191787106,4.645723857138213,43.52825683743545
1.8240000000000014,2.0336487252787907,0.6075127472120911,-1.0808266086626999,-4.6581429402597365,43.52832886739111,0.1929876636820139,0.059614000581171,0.1,0.5087327383212432,0.12256774520081465,0.0,3.966766328877753,0.44089947753232495,33.718328400496986,0.389895324867963,0.5192087927255984,0.1,0.20404504974386817,0.25310738832860324,0.0,3.966766328877753,0.44089947753232495,33.718328400496986,1.1264244779357615,4.647327157129318,43.52832886739126
1.8260000000000014,2.0332626221004726,0.6113737789952722,-1.090250143457822,-4.655228370911353,43.528400441655776,0.19400677970577881,0.059861143939071104,0.1,0.5094839668390716,0.12502462342744156,0.0,3.9668410514861057,0.4419787885514066,33.71839997476165,0.39030699700056926,0.5197157130041377,0.1,0.20567625328351274,0.2547124077807407,0.0,3.9668410514861057,0.4419787885514066,33.71839997476165,1.1169234121426785,4.648900800410287,43.5284004416559
1.8280000000000014,2.032875286146907,0.615247138530929,-1.0997024658609411,-4.6522853879822375,43.52847154559424,0.1950274026013968,0.060113197170050425,0.1,0.5102315374677693,0.12748024999763535,0.0,3.9669241667234956,0.4430394134572786,33.71847107870013,0.3907219548195427,0.5202258379789501,0.1,0.20731409148960944,0.2563167319633223,0.0,3.9669241667234956,0.4430394134572786,33.71847107870013,1.1074603623155341,4.650444751908566,43.52847154559438
1.8300000000000014,2.0324867120799857,0.6191328792001407,-1.1091837091915597,-4.649313513256774,43.52854216417484,0.1960495251138925,0.06037015773657928,0.1,0.5109754848557337,0.1299345864839205,0.0,3.9670155494475003,0.4440812104812446,33.71854169728072,0.3911402117024451,0.5207391662573606,0.1,0.208958620645312,0.2579203464060572,0.0,3.9670155494475003,0.4440812104812446,33.71854169728072,1.0980356701807397,4.6519589757755435,43.52854216417487
1.8320000000000014,2.03209689469102,0.6230310530898002,-1.1186940035880968,-4.6463122640934555,43.52861228195854,0.19707314005786106,0.06063202302400039,0.1,0.5117158438746532,0.1323875942708843,0.0,3.967115072729862,0.4451040371420538,33.71861181506442,0.3915617811395285,0.521255696417158,0.1,0.21060989713180578,0.2595232361979135,0.0,3.967115072729862,0.4451040371420538,33.71861181506442,1.088649678659131,4.653443435380372,43.52861228195882
1.8340000000000014,2.0317058289036294,0.6269417109637061,-1.1282334759335948,-4.643281153432977,43.52868188309548,0.1980982403179138,0.060898790340151665,0.1,0.5124526496192828,0.13483923455372054,0.0,3.967222607849979,0.44610775026608307,33.718681416201356,0.3919866767339271,0.5217754270057061,0.1,0.21226797742692466,0.2611253859814088,0.0,3.967222607849979,0.44610775026608307,33.718681416201356,1.0793027318470192,4.6548980933067305,43.528681883095345
1.8360000000000014,2.0313135097766613,0.6308649022333874,-1.1378022497870834,-4.640219689799946,43.528750951314805,0.1991248188491233,0.06117045691498485,0.1,0.5131859374071956,0.1372894683367713,0.0,3.9673380242837197,0.4470922060004754,33.71875048442069,0.3924149122018469,0.5222983565390431,0.1,0.2139329181037256,0.26272677994686744,0.0,3.9673380242837197,0.4470922060004754,33.71875048442069,1.0699951750011536,4.656322911343396,43.52875095131489
